model,instruction_prompt,text_id,text,Gender,Race,Age,Education,annotation
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,675,"A: You see one crowded polluted city\nB: And a million lights\nA: I get my kicks above the waistline, sunshine.\nB: One night in Bangkok.. and the tough guys tumble\nA: I can feel the devil walking next to me.\nB: He got everything he wanted and I lost everything I had\nA: This grips me more than a muddy old river, or a reclining Buddha.\nB: I believe in ever lasting love\nA: I would invite you but the queens we use would not excite you.\n
We would fight and you would win. (I love this song)",Nonbinary,Latino,1) Gen. Z,High school -,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,125,"A: Why do you think some people disagree with that?\nB: Rich, greedy people who don't think of others.\nA: Can you name anyone that might fit that description?\nB: Trump. The Koch brothers. A lot of Republicans.\nA: Anyone form the Dem side you can think of?\nB: Not that rich, but I'm not a Democrat so I don't really keep up with a lot of the names.\nA: What do you keep up with?\nB: Well, nothing. I don't really see the point to politics.\nA: Gotcha.\n
I don't like either side, because one is just the other's opposite. They're so alike, it's dumb.",Other,Asian,2) Millennial,High school -,0
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,125,"A: Why do you think some people disagree with that?\nB: Rich, greedy people who don't think of others.\nA: Can you name anyone that might fit that description?\nB: Trump. The Koch brothers. A lot of Republicans.\nA: Anyone form the Dem side you can think of?\nB: Not that rich, but I'm not a Democrat so I don't really keep up with a lot of the names.\nA: What do you keep up with?\nB: Well, nothing. I don't really see the point to politics.\nA: Gotcha.\n
I don't like either side, because one is just the other's opposite. They're so alike, it's dumb.",Other,African Am.,2) Millennial,College +,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,125,"A: Why do you think some people disagree with that?\nB: Rich, greedy people who don't think of others.\nA: Can you name anyone that might fit that description?\nB: Trump. The Koch brothers. A lot of Republicans.\nA: Anyone form the Dem side you can think of?\nB: Not that rich, but I'm not a Democrat so I don't really keep up with a lot of the names.\nA: What do you keep up with?\nB: Well, nothing. I don't really see the point to politics.\nA: Gotcha.\n
I don't like either side, because one is just the other's opposite. They're so alike, it's dumb.",Woman,Other,3) Gen. X+,High school -,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,125,"A: Why do you think some people disagree with that?\nB: Rich, greedy people who don't think of others.\nA: Can you name anyone that might fit that description?\nB: Trump. The Koch brothers. A lot of Republicans.\nA: Anyone form the Dem side you can think of?\nB: Not that rich, but I'm not a Democrat so I don't really keep up with a lot of the names.\nA: What do you keep up with?\nB: Well, nothing. I don't really see the point to politics.\nA: Gotcha.\n
I don't like either side, because one is just the other's opposite. They're so alike, it's dumb.",Man,Asian,1) Gen. Z,College +,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,125,"A: Why do you think some people disagree with that?\nB: Rich, greedy people who don't think of others.\nA: Can you name anyone that might fit that description?\nB: Trump. The Koch brothers. A lot of Republicans.\nA: Anyone form the Dem side you can think of?\nB: Not that rich, but I'm not a Democrat so I don't really keep up with a lot of the names.\nA: What do you keep up with?\nB: Well, nothing. I don't really see the point to politics.\nA: Gotcha.\n
I don't like either side, because one is just the other's opposite. They're so alike, it's dumb.",Other,Latino,2) Millennial,High school -,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,125,"A: Why do you think some people disagree with that?\nB: Rich, greedy people who don't think of others.\nA: Can you name anyone that might fit that description?\nB: Trump. The Koch brothers. A lot of Republicans.\nA: Anyone form the Dem side you can think of?\nB: Not that rich, but I'm not a Democrat so I don't really keep up with a lot of the names.\nA: What do you keep up with?\nB: Well, nothing. I don't really see the point to politics.\nA: Gotcha.\n
I don't like either side, because one is just the other's opposite. They're so alike, it's dumb.",Nonbinary,African Am.,2) Millennial,High school -,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,195,"A: How did you know where to start? I feel like I wouldn't know what to listen to\nB: Just try some of the most well-known stuff like Tupac, Biggie, Eminem. It’s pretty easy to get into it because it’s mostly just about talking, you just gotta find what you like and stuff like that.\nA: That's cool\nB: I also recommend trying out underground rappers like Tyler The Creator or Lil’ Dicky, it’s a really fun genre of music but it’s also really stupid and fun at the same time\nA: What counts as underground?\nB: Someone that not many know about\nA: Ok. But that could also be like, my cousin who isn't very good but thinks he's a rapper.\nB: I mean like, you know, actual rappers that have mixtapes or are working on an album. Tyler’s got Flower Boy, which is really unique and sounds a lot more poppy but it sounds very nice, and Lil Dicky’s got a lot of funny stuff that’s fun to listen to\nA: I'll check it out!\n
Also, if you want, I can list some stuff off YouTube that has a lot of great beats.",Other,Other,2) Millennial,High school -,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,195,"A: How did you know where to start? I feel like I wouldn't know what to listen to\nB: Just try some of the most well-known stuff like Tupac, Biggie, Eminem. It’s pretty easy to get into it because it’s mostly just about talking, you just gotta find what you like and stuff like that.\nA: That's cool\nB: I also recommend trying out underground rappers like Tyler The Creator or Lil’ Dicky, it’s a really fun genre of music but it’s also really stupid and fun at the same time\nA: What counts as underground?\nB: Someone that not many know about\nA: Ok. But that could also be like, my cousin who isn't very good but thinks he's a rapper.\nB: I mean like, you know, actual rappers that have mixtapes or are working on an album. Tyler’s got Flower Boy, which is really unique and sounds a lot more poppy but it sounds very nice, and Lil Dicky’s got a lot of funny stuff that’s fun to listen to\nA: I'll check it out!\n
Also, if you want, I can list some stuff off YouTube that has a lot of great beats.",Woman,Asian,3) Gen. X+,High school -,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,195,"A: How did you know where to start? I feel like I wouldn't know what to listen to\nB: Just try some of the most well-known stuff like Tupac, Biggie, Eminem. It’s pretty easy to get into it because it’s mostly just about talking, you just gotta find what you like and stuff like that.\nA: That's cool\nB: I also recommend trying out underground rappers like Tyler The Creator or Lil’ Dicky, it’s a really fun genre of music but it’s also really stupid and fun at the same time\nA: What counts as underground?\nB: Someone that not many know about\nA: Ok. But that could also be like, my cousin who isn't very good but thinks he's a rapper.\nB: I mean like, you know, actual rappers that have mixtapes or are working on an album. Tyler’s got Flower Boy, which is really unique and sounds a lot more poppy but it sounds very nice, and Lil Dicky’s got a lot of funny stuff that’s fun to listen to\nA: I'll check it out!\n
Also, if you want, I can list some stuff off YouTube that has a lot of great beats.",Other,Other,1) Gen. Z,College +,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,195,"A: How did you know where to start? I feel like I wouldn't know what to listen to\nB: Just try some of the most well-known stuff like Tupac, Biggie, Eminem. It’s pretty easy to get into it because it’s mostly just about talking, you just gotta find what you like and stuff like that.\nA: That's cool\nB: I also recommend trying out underground rappers like Tyler The Creator or Lil’ Dicky, it’s a really fun genre of music but it’s also really stupid and fun at the same time\nA: What counts as underground?\nB: Someone that not many know about\nA: Ok. But that could also be like, my cousin who isn't very good but thinks he's a rapper.\nB: I mean like, you know, actual rappers that have mixtapes or are working on an album. Tyler’s got Flower Boy, which is really unique and sounds a lot more poppy but it sounds very nice, and Lil Dicky’s got a lot of funny stuff that’s fun to listen to\nA: I'll check it out!\n
Also, if you want, I can list some stuff off YouTube that has a lot of great beats.",Nonbinary,African Am.,1) Gen. Z,College +,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,195,"A: How did you know where to start? I feel like I wouldn't know what to listen to\nB: Just try some of the most well-known stuff like Tupac, Biggie, Eminem. It’s pretty easy to get into it because it’s mostly just about talking, you just gotta find what you like and stuff like that.\nA: That's cool\nB: I also recommend trying out underground rappers like Tyler The Creator or Lil’ Dicky, it’s a really fun genre of music but it’s also really stupid and fun at the same time\nA: What counts as underground?\nB: Someone that not many know about\nA: Ok. But that could also be like, my cousin who isn't very good but thinks he's a rapper.\nB: I mean like, you know, actual rappers that have mixtapes or are working on an album. Tyler’s got Flower Boy, which is really unique and sounds a lot more poppy but it sounds very nice, and Lil Dicky’s got a lot of funny stuff that’s fun to listen to\nA: I'll check it out!\n
Also, if you want, I can list some stuff off YouTube that has a lot of great beats.",Other,Other,3) Gen. X+,College +,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,195,"A: How did you know where to start? I feel like I wouldn't know what to listen to\nB: Just try some of the most well-known stuff like Tupac, Biggie, Eminem. It’s pretty easy to get into it because it’s mostly just about talking, you just gotta find what you like and stuff like that.\nA: That's cool\nB: I also recommend trying out underground rappers like Tyler The Creator or Lil’ Dicky, it’s a really fun genre of music but it’s also really stupid and fun at the same time\nA: What counts as underground?\nB: Someone that not many know about\nA: Ok. But that could also be like, my cousin who isn't very good but thinks he's a rapper.\nB: I mean like, you know, actual rappers that have mixtapes or are working on an album. Tyler’s got Flower Boy, which is really unique and sounds a lot more poppy but it sounds very nice, and Lil Dicky’s got a lot of funny stuff that’s fun to listen to\nA: I'll check it out!\n
Also, if you want, I can list some stuff off YouTube that has a lot of great beats.",Man,Other,1) Gen. Z,College +,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,948,"A: How did you feel seeing the George Floyd protests last year?\n
Sad because my state had to start burning itself...\nIt was the most embarrassing thing I've witnessed in my 35 years.",Nonbinary,White,3) Gen. X+,High school -,0
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,948,"A: How did you feel seeing the George Floyd protests last year?\n
Sad because my state had to start burning itself...\nIt was the most embarrassing thing I've witnessed in my 35 years.",Woman,Latino,1) Gen. Z,College +,1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,948,"A: How did you feel seeing the George Floyd protests last year?\n
Sad because my state had to start burning itself...\nIt was the most embarrassing thing I've witnessed in my 35 years.",Man,Other,1) Gen. Z,High school -,1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,948,"A: How did you feel seeing the George Floyd protests last year?\n
Sad because my state had to start burning itself...\nIt was the most embarrassing thing I've witnessed in my 35 years.",Woman,Other,2) Millennial,College +,0
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,948,"A: How did you feel seeing the George Floyd protests last year?\n
Sad because my state had to start burning itself...\nIt was the most embarrassing thing I've witnessed in my 35 years.",Other,African Am.,2) Millennial,High school -,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,948,"A: How did you feel seeing the George Floyd protests last year?\n
Sad because my state had to start burning itself...\nIt was the most embarrassing thing I've witnessed in my 35 years.",Woman,Asian,3) Gen. X+,High school -,0
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,501,"A: ME TOOOOOO\nB: I need to cut down my list and watch more movies haha\nA: :)\nB: What about Will Ferrell movies should I watch first?\nA: Megamind is one of my fav!\nB: I've only ever seen a few of Adam Sandler's movies. What's your favorite?\nA: I like the ones with him and Jennifer Aniston\nB: I think those are the only ones I have watched also. And they were pretty good :)\nA: They are fun to watch :)\n
My brother is a big Sandler fan and he has watched a ton of them, and I think I'm going to pick up where he stopped.",Other,Other,2) Millennial,College +,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,501,"A: ME TOOOOOO\nB: I need to cut down my list and watch more movies haha\nA: :)\nB: What about Will Ferrell movies should I watch first?\nA: Megamind is one of my fav!\nB: I've only ever seen a few of Adam Sandler's movies. What's your favorite?\nA: I like the ones with him and Jennifer Aniston\nB: I think those are the only ones I have watched also. And they were pretty good :)\nA: They are fun to watch :)\n
My brother is a big Sandler fan and he has watched a ton of them, and I think I'm going to pick up where he stopped.",Man,African Am.,1) Gen. Z,College +,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,501,"A: ME TOOOOOO\nB: I need to cut down my list and watch more movies haha\nA: :)\nB: What about Will Ferrell movies should I watch first?\nA: Megamind is one of my fav!\nB: I've only ever seen a few of Adam Sandler's movies. What's your favorite?\nA: I like the ones with him and Jennifer Aniston\nB: I think those are the only ones I have watched also. And they were pretty good :)\nA: They are fun to watch :)\n
My brother is a big Sandler fan and he has watched a ton of them, and I think I'm going to pick up where he stopped.",Other,White,3) Gen. X+,College +,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,501,"A: ME TOOOOOO\nB: I need to cut down my list and watch more movies haha\nA: :)\nB: What about Will Ferrell movies should I watch first?\nA: Megamind is one of my fav!\nB: I've only ever seen a few of Adam Sandler's movies. What's your favorite?\nA: I like the ones with him and Jennifer Aniston\nB: I think those are the only ones I have watched also. And they were pretty good :)\nA: They are fun to watch :)\n
My brother is a big Sandler fan and he has watched a ton of them, and I think I'm going to pick up where he stopped.",Woman,African Am.,2) Millennial,College +,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,501,"A: ME TOOOOOO\nB: I need to cut down my list and watch more movies haha\nA: :)\nB: What about Will Ferrell movies should I watch first?\nA: Megamind is one of my fav!\nB: I've only ever seen a few of Adam Sandler's movies. What's your favorite?\nA: I like the ones with him and Jennifer Aniston\nB: I think those are the only ones I have watched also. And they were pretty good :)\nA: They are fun to watch :)\n
My brother is a big Sandler fan and he has watched a ton of them, and I think I'm going to pick up where he stopped.",Woman,Asian,2) Millennial,College +,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,501,"A: ME TOOOOOO\nB: I need to cut down my list and watch more movies haha\nA: :)\nB: What about Will Ferrell movies should I watch first?\nA: Megamind is one of my fav!\nB: I've only ever seen a few of Adam Sandler's movies. What's your favorite?\nA: I like the ones with him and Jennifer Aniston\nB: I think those are the only ones I have watched also. And they were pretty good :)\nA: They are fun to watch :)\n
My brother is a big Sandler fan and he has watched a ton of them, and I think I'm going to pick up where he stopped.",Nonbinary,African Am.,2) Millennial,College +,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,822,"A: is it true that it is faster to walk that drive in NYC?\nB: It really depends where you want to go and at what time.\nBut it's much easier and faster to find parking in Manhattan (anywhere) than in the outer boroughs.\nPlus you have to deal with car thieves in the city/squeegee kids that will steal or break your windshield washers.\nA: I think they should ban personal cars in the center of the city\nB: There are some limited number of cars allowed in Manhattan, and most of them are either government or emergency vehicles, and the rest are the ones owned by people with a lot of money. It's a bit pointless to own a car there anyway.\nA: i agree\n
If you want to avoid a lot of the traffic there, just take the subway.\nIf you want to walk in a lot of areas, you have to be careful.",Nonbinary,African Am.,1) Gen. Z,High school -,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,822,"A: is it true that it is faster to walk that drive in NYC?\nB: It really depends where you want to go and at what time.\nBut it's much easier and faster to find parking in Manhattan (anywhere) than in the outer boroughs.\nPlus you have to deal with car thieves in the city/squeegee kids that will steal or break your windshield washers.\nA: I think they should ban personal cars in the center of the city\nB: There are some limited number of cars allowed in Manhattan, and most of them are either government or emergency vehicles, and the rest are the ones owned by people with a lot of money. It's a bit pointless to own a car there anyway.\nA: i agree\n
If you want to avoid a lot of the traffic there, just take the subway.\nIf you want to walk in a lot of areas, you have to be careful.",Nonbinary,White,2) Millennial,High school -,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,822,"A: is it true that it is faster to walk that drive in NYC?\nB: It really depends where you want to go and at what time.\nBut it's much easier and faster to find parking in Manhattan (anywhere) than in the outer boroughs.\nPlus you have to deal with car thieves in the city/squeegee kids that will steal or break your windshield washers.\nA: I think they should ban personal cars in the center of the city\nB: There are some limited number of cars allowed in Manhattan, and most of them are either government or emergency vehicles, and the rest are the ones owned by people with a lot of money. It's a bit pointless to own a car there anyway.\nA: i agree\n
If you want to avoid a lot of the traffic there, just take the subway.\nIf you want to walk in a lot of areas, you have to be careful.",Other,Other,1) Gen. Z,College +,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,822,"A: is it true that it is faster to walk that drive in NYC?\nB: It really depends where you want to go and at what time.\nBut it's much easier and faster to find parking in Manhattan (anywhere) than in the outer boroughs.\nPlus you have to deal with car thieves in the city/squeegee kids that will steal or break your windshield washers.\nA: I think they should ban personal cars in the center of the city\nB: There are some limited number of cars allowed in Manhattan, and most of them are either government or emergency vehicles, and the rest are the ones owned by people with a lot of money. It's a bit pointless to own a car there anyway.\nA: i agree\n
If you want to avoid a lot of the traffic there, just take the subway.\nIf you want to walk in a lot of areas, you have to be careful.",Nonbinary,African Am.,2) Millennial,College +,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,822,"A: is it true that it is faster to walk that drive in NYC?\nB: It really depends where you want to go and at what time.\nBut it's much easier and faster to find parking in Manhattan (anywhere) than in the outer boroughs.\nPlus you have to deal with car thieves in the city/squeegee kids that will steal or break your windshield washers.\nA: I think they should ban personal cars in the center of the city\nB: There are some limited number of cars allowed in Manhattan, and most of them are either government or emergency vehicles, and the rest are the ones owned by people with a lot of money. It's a bit pointless to own a car there anyway.\nA: i agree\n
If you want to avoid a lot of the traffic there, just take the subway.\nIf you want to walk in a lot of areas, you have to be careful.",Woman,White,1) Gen. Z,College +,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,822,"A: is it true that it is faster to walk that drive in NYC?\nB: It really depends where you want to go and at what time.\nBut it's much easier and faster to find parking in Manhattan (anywhere) than in the outer boroughs.\nPlus you have to deal with car thieves in the city/squeegee kids that will steal or break your windshield washers.\nA: I think they should ban personal cars in the center of the city\nB: There are some limited number of cars allowed in Manhattan, and most of them are either government or emergency vehicles, and the rest are the ones owned by people with a lot of money. It's a bit pointless to own a car there anyway.\nA: i agree\n
If you want to avoid a lot of the traffic there, just take the subway.\nIf you want to walk in a lot of areas, you have to be careful.",Man,African Am.,2) Millennial,College +,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,769,"A: why?\nB: Because I am a very black male\nA: why?\nB: Because\nA: why?\nB: You\nA: Are your parents black?\nB: No they are not\nA: then you cannot be black\n
So black people have to have black parents? There is no other way?",Man,White,3) Gen. X+,College +,1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,769,"A: why?\nB: Because I am a very black male\nA: why?\nB: Because\nA: why?\nB: You\nA: Are your parents black?\nB: No they are not\nA: then you cannot be black\n
So black people have to have black parents? There is no other way?",Other,White,2) Millennial,High school -,1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,769,"A: why?\nB: Because I am a very black male\nA: why?\nB: Because\nA: why?\nB: You\nA: Are your parents black?\nB: No they are not\nA: then you cannot be black\n
So black people have to have black parents? There is no other way?",Nonbinary,Other,3) Gen. X+,High school -,1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,769,"A: why?\nB: Because I am a very black male\nA: why?\nB: Because\nA: why?\nB: You\nA: Are your parents black?\nB: No they are not\nA: then you cannot be black\n
So black people have to have black parents? There is no other way?",Woman,Latino,2) Millennial,High school -,1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,769,"A: why?\nB: Because I am a very black male\nA: why?\nB: Because\nA: why?\nB: You\nA: Are your parents black?\nB: No they are not\nA: then you cannot be black\n
So black people have to have black parents? There is no other way?",Man,Other,1) Gen. Z,College +,1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,769,"A: why?\nB: Because I am a very black male\nA: why?\nB: Because\nA: why?\nB: You\nA: Are your parents black?\nB: No they are not\nA: then you cannot be black\n
So black people have to have black parents? There is no other way?",Nonbinary,Other,1) Gen. Z,High school -,1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,364,"A: Hey I got some hash wanna smoke it with me?\n
I am down",Other,White,3) Gen. X+,High school -,0
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,364,"A: Hey I got some hash wanna smoke it with me?\n
I am down",Other,African Am.,2) Millennial,High school -,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,364,"A: Hey I got some hash wanna smoke it with me?\n
I am down",Woman,Asian,1) Gen. Z,College +,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,364,"A: Hey I got some hash wanna smoke it with me?\n
I am down",Other,White,2) Millennial,College +,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,364,"A: Hey I got some hash wanna smoke it with me?\n
I am down",Nonbinary,Latino,3) Gen. X+,High school -,0
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,364,"A: Hey I got some hash wanna smoke it with me?\n
I am down",Other,Latino,3) Gen. X+,College +,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,715,"A: why\nB: It’s just not true\nA: why\nB: I think you got it the other way around\nA: but why\nB: But why not?\nA: what is fun fact in this?\nB: Because it shows that the word `penis` has been mentioned even though it has not.\nA: sorry...am asking about petroleum\n
And I'm asking about penis",Man,Other,3) Gen. X+,High school -,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,715,"A: why\nB: It’s just not true\nA: why\nB: I think you got it the other way around\nA: but why\nB: But why not?\nA: what is fun fact in this?\nB: Because it shows that the word `penis` has been mentioned even though it has not.\nA: sorry...am asking about petroleum\n
And I'm asking about penis",Other,Asian,3) Gen. X+,High school -,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,715,"A: why\nB: It’s just not true\nA: why\nB: I think you got it the other way around\nA: but why\nB: But why not?\nA: what is fun fact in this?\nB: Because it shows that the word `penis` has been mentioned even though it has not.\nA: sorry...am asking about petroleum\n
And I'm asking about penis",Woman,Asian,2) Millennial,High school -,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,715,"A: why\nB: It’s just not true\nA: why\nB: I think you got it the other way around\nA: but why\nB: But why not?\nA: what is fun fact in this?\nB: Because it shows that the word `penis` has been mentioned even though it has not.\nA: sorry...am asking about petroleum\n
And I'm asking about penis",Nonbinary,African Am.,1) Gen. Z,High school -,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,715,"A: why\nB: It’s just not true\nA: why\nB: I think you got it the other way around\nA: but why\nB: But why not?\nA: what is fun fact in this?\nB: Because it shows that the word `penis` has been mentioned even though it has not.\nA: sorry...am asking about petroleum\n
And I'm asking about penis",Woman,African Am.,2) Millennial,College +,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,715,"A: why\nB: It’s just not true\nA: why\nB: I think you got it the other way around\nA: but why\nB: But why not?\nA: what is fun fact in this?\nB: Because it shows that the word `penis` has been mentioned even though it has not.\nA: sorry...am asking about petroleum\n
And I'm asking about penis",Nonbinary,Asian,2) Millennial,College +,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,397,"A: Hey, where should I go on vacation?\nB: Are you looking for a place to get drunk?\nA: no way\n
Well there goes my suggestions.",Other,Asian,2) Millennial,High school -,0
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,397,"A: Hey, where should I go on vacation?\nB: Are you looking for a place to get drunk?\nA: no way\n
Well there goes my suggestions.",Woman,African Am.,1) Gen. Z,High school -,1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,397,"A: Hey, where should I go on vacation?\nB: Are you looking for a place to get drunk?\nA: no way\n
Well there goes my suggestions.",Woman,Other,2) Millennial,High school -,0
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,397,"A: Hey, where should I go on vacation?\nB: Are you looking for a place to get drunk?\nA: no way\n
Well there goes my suggestions.",Woman,White,2) Millennial,High school -,0
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,397,"A: Hey, where should I go on vacation?\nB: Are you looking for a place to get drunk?\nA: no way\n
Well there goes my suggestions.",Woman,Latino,2) Millennial,College +,1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,397,"A: Hey, where should I go on vacation?\nB: Are you looking for a place to get drunk?\nA: no way\n
Well there goes my suggestions.",Woman,African Am.,2) Millennial,College +,0
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,423,"A: What are the best movies in 2020?\nB: Birds of Prey - The fan film\nRom Hack: The Remake\nRogue One - Remastered\nIndy 5 - Back in the fridge\nA: Who directed them?\nB: The Coen brothers.\nA: What the film about?\n
Birds of Prey is about the Birds of Prey\nIndy 5 is the 5th time around we make a mediocre, rehash of the previous Indy\nThe new Star Wars film has the Star Wars in it. And some good looking costumes.\nAnd rom hack is about the rise and fall of Rom...hack.",Nonbinary,White,1) Gen. Z,High school -,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,423,"A: What are the best movies in 2020?\nB: Birds of Prey - The fan film\nRom Hack: The Remake\nRogue One - Remastered\nIndy 5 - Back in the fridge\nA: Who directed them?\nB: The Coen brothers.\nA: What the film about?\n
Birds of Prey is about the Birds of Prey\nIndy 5 is the 5th time around we make a mediocre, rehash of the previous Indy\nThe new Star Wars film has the Star Wars in it. And some good looking costumes.\nAnd rom hack is about the rise and fall of Rom...hack.",Man,African Am.,2) Millennial,High school -,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,423,"A: What are the best movies in 2020?\nB: Birds of Prey - The fan film\nRom Hack: The Remake\nRogue One - Remastered\nIndy 5 - Back in the fridge\nA: Who directed them?\nB: The Coen brothers.\nA: What the film about?\n
Birds of Prey is about the Birds of Prey\nIndy 5 is the 5th time around we make a mediocre, rehash of the previous Indy\nThe new Star Wars film has the Star Wars in it. And some good looking costumes.\nAnd rom hack is about the rise and fall of Rom...hack.",Nonbinary,Latino,1) Gen. Z,High school -,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,423,"A: What are the best movies in 2020?\nB: Birds of Prey - The fan film\nRom Hack: The Remake\nRogue One - Remastered\nIndy 5 - Back in the fridge\nA: Who directed them?\nB: The Coen brothers.\nA: What the film about?\n
Birds of Prey is about the Birds of Prey\nIndy 5 is the 5th time around we make a mediocre, rehash of the previous Indy\nThe new Star Wars film has the Star Wars in it. And some good looking costumes.\nAnd rom hack is about the rise and fall of Rom...hack.",Other,White,2) Millennial,College +,-1
unsloth/OLMo-2-0325-32B-Instruct-unsloth-bnb-4bit,variant2.txt,423,"A: What are the best movies in 2020?\nB: Birds of Prey - The fan film\nRom Hack: The Remake\nRogue One - Remastered\nIndy 5 - Back in the fridge\nA: Who directed them?\nB: The Coen brothers.\nA: What the film about?\n
Birds of Prey is about the Birds of Prey\nIndy 5 is the 5th time around we make a mediocre, rehash of the previous Indy\nThe new Star Wars film has the Star Wars in it. And some good looking costumes.\nAnd rom hack is about the rise and fall of Rom...hack.",Woman,African Am.,2) Millennial,College +,-1
