comment,inherent_polarization
I live in California. I’ve lived in California my entire life. I can unequivocally tell you that: (1) Nobody has said “he’s right” when it comes to Forest Management; (2) Nobody listens to trump about anything; (3) is a Supreme #AssClown. #BringAHoe,0.5
I look forward to it honestly. Cynical as it is it's gonna take something dumb and shallow like the Olympics being overrun to finally have some important conversations.,0.0
I meaaaaaan 90% of this sub is fake shit and people trolling. I think he vets his sources more for his Patreon because he’s been pretty spot on for months (it’s also a paid subscription),0.0
I mean I sometimes wear sexy undies on just a regular day when no one is going to see them. Major confidence booster 🤷‍♀️.,0.0
I mean I’m not going say I’m surprised but it’s always wild to see a nigga you grew up round go that way,0.0
I need three hours of Jim Cornette and Rip Rogers yelling about things they hate.,0.0
I once tried one particular blend from Bystro that blew my mind. Haven't found it again ever since,0.0
"I prayed for him to miss wide, and it worked occasionally.",0.0
I said my parents were dead when I applied. They are still dead.,0.0
I said that it was very like jews/Israelis to glorify murderers who killed United Nations diplomats that had even rescued hundreds of jews over the course of their life.,0.0
I saw fox and it was an immediate lie,0.0
I seen shit in my days but not like this 🤢🤮🤮🤮,0.0
I seriously can not wait to see you and be with you!!!!,0.0
"I showed up in a dress with curled hair/makeup he was in a mismatched.. bad.. outfit because he “needed to do laundry”, ate off my plate w/o asking, asked for a box after I insisted I was gonna finish, and gave me a borderline noogie. .. 🥰",0.0
I smile at their flirting and advances. Then I brush them off. Makes me feel so good to turn them down. I go home to my cute asian gf and feel happy that I have someone who values me for who I am not what I have.,0.0
I taught you some shit🤦🏽‍♀️,0.0
"I tell folks all the time, “you either love this work or you absolutely hate it...there’s no in between...and I love every bit of it!”",0.0
I tell ya if they didn't smell so nice and I didn't want to cum inside them they'd *really* be more trouble than they're worth.,0.0
I think i can deferr this paper and Im praying I can still get my stipend or else Im fucked lol,0.0
I think it’s time for the Dems to bring in chamber pots. What nonsense- huge decisions affected by someone’s bladder! #GOPee #LeakyDemocracy #VoteThemOut,0.0
"I think most people want to see Jamie kill Cersei. If he goes back to kiss her ass, then his whole arc is shit.",0.0
"I think you mean the “Patriot Act.” To prevent “terrorism” or some shit? Oh, and remember the NSA? Freedom.",0.0
"I told congressman Ray LaHood to go fuck himself my freshmen year of college in front of about 100 other PoliSci students over the issue of gay marriage. Back in 1996 when it was definitely not cool to say lay off the gays, bro. My professor was very pleased. Got an A.",0.0
I told y'all I need a Pisces but y'all bitches are out there IGNORING ME,0.0
I wanna smoke crack to lose weight but if I become a crackhead or OD I'd be pissed,0.0
"I want to be a black man that brings change. Ohene Kwasi Owusu-Boateng is the name, and we will change this world!! #WeAreHSM",0.0
I wanted Brown style federalism in 2014 as the No.option but it was all lies &amp; the status quo or worse outside EU has eventuated. For middle 20% Tory lunacy is far riskier. Leonard should back Drakeford and say no deal Johnson and Farage lunacy Is potentially worse than indy.,0.0
I wanted to be in the middle 😩,0.0
"I wanted to see the stakes of the loss of Bran/3ER in some way. A vision. A prophecy. Something. Otherwise I have no idea why Westeros needs a 3ER and IRL we don’t. “Death is forgetting” is a metaphor that works on that level, but I don’t know what “we’re just animals” looks like. Literally. It’s so open for interpretation that I can’t relate to it so I can’t really fear it. And can Bran steer anybody into the future? He’s a repository of history, not a prophet. He can see what’s happening in other places currently as well, but only where there are still weir woods, which is almost nowhere in the South. So essentially that makes Bran a big MacGuffin for the characters to protect instead of an active participant in a story where he has demonstrated tremendous magical power, at the end of an arc that started with his disability convincing him he’d never be a knight and ended with him becoming a tree wizard. Which is disappointing. Give him some god damn agency. At least make him helpful in the battle — even if only in the planning stages. Telling the Northern Alliance about the Night King’s purpose was a great start in 802, but I wanted more in 803. Why is Bran just warging crows in the battle instead of warging Ghost or a dragon or fighting the Night King’s mind for control of the wights or something more interesting? Just a missed opportunity for Bran in that whole battle. And regardless of whether the Night King was killed the first time or simply driven back, one of the main themes of the show is about how if we forget history, we’re doomed to repeat it... so it really would have been more narratively and thematically satisfying (or at least more interesting and complex) if there was some key information from the past that only Bran, the keeper of all history, could access that was crucial to defeat the Night King, rather than just going through this whole story arc to start political shit between Dany and Jon. Now granted, there’s three episodes left, and this is a show that has always been narratively subversive (they killed off their movie star lead actor in season 1 for goodness sake), so there may be a way for the writers to tie the Cersei plot back to the Night King and the older lore in some interesting way. But I’m pretty worried they haven’t bothered to do that.",0.0
I was like 2030?! Then realized imma only be 30..damn,0.0
I was thinkin the same thing ...... 🧐,0.0
"I wasn’t gonna post a selfie but seeing how many people are so fucking triggered by it made me change my mind. Fuck y’all who have a problem with selfies. This is 42, biiiiiitch.",0.0
I went yesterday but I only got shit to make dinner with 😂,0.0
I wish my baby was that cuddly,0.0
I would assume if you took the leap I to full time you would have secured more of a safety net then setting a goal each month. Like what happens if you don't meet the donation goal of rent? Do you lose your living conditions?,0.0
I would literally trade all my eggs for a blunt rolled by u,0.0
"I would miss you the most, baby.",0.0
I wrote a snail mail....how are you?,0.0
I'd rather jerk off onto you,0.0
I'll laugh my ass of too.,0.0
"I'll take ""The Dumbest Fucking Shit Ever"" for $1500 please, Alex!",0.0
I'm Allowed to Rob You!,0.0
I'm a queer female-bodied person and I love this sub. Wouldn't change a damn thing about it.,0.0
I'm glad I don't live amongst a population as clearly retarded as you do.,0.0
"I'm going back to sleep 😴 I love you all, my wonderful friends ... I will talk to you later!! 💜💛💚💙",0.0
"I'm gonna get a little ""don't do shit"" now. Hee.",0.0
"I'm honestly surprised nobody has commented ""sit on my face"" yet",0.0
I'm in love with your booty,0.0
I'm sorry you don't care for the occasional tranny you might see walking down the other side of the street but as long as they're not trying to pick up everyone they meet,0.0
"I'm with you- the Allure box this month was rough. I prefer IPSY for that reason- no surprises and if I get something I dont want I have time to prepare myself lol. As for the ND, experiment with it. I got the Morgana one which is a horrendous burnt orange. I put it over top a silver too faced shadow and it turned it a pretty light coral color. ((Hugs)) box disappointment sucks.",0.0
IE. I clearly don't have a duty to save my sperm when I jerk off and insert them into women,0.0
"IF true... Worst ARG ever, no contest, hands down. This clown should just dissappear",0.0
IM LAUGHING LUKE P BYE #TheBachelorette,0.0
Idk who started this trend but y'all dirty mfs doing anything tryna go viral ... I hate y'all,0.0
If U don’t watch @joerogan I ask that U please go &amp; Watch the #FightCompanions BC its the funniest Fuckin thing you’ll ever see BC the last 1 they did @BrendanSchaub is BEYOND FUCKED UP &amp; When @francis_ngannou Knocked Out Kaine Schaubs Mouth was wide open &amp; #YoungJaime said YIKES,0.0
If you believe a small subset of whites,0.0
"If you do attempt to impregnate a white women....you need to think of the welfare of the children. While I will admit that some white women are into shitskin mexicans such as yourself (I will go into ""why"" in a later post....too long to type really)",0.0
If you spoiled it I'm gonna fuck you up Joke,0.0
"If you think about killing people, are you then a murderer?",0.0
"If you think hard enough, literally anyone can be compared to Hitler.",0.0
If you're not a flaming retard or aspie,0.0
Im somewhere in between humble and hell nah,0.0
Imagine being such a fucking loser that you choose to hang around a sub for a game you don't like just to whine about it.,0.0
"Initially I was bothered by this, but then I realized I haven't touched Rocket League in months. I had kinda felt bad for ignoring it, but now I don't care anymore. I'll probably uninstall it from my systems and happily play other games.",0.0
"Interesting, I've never heard it used that way. The almighty Google indicated that ""western world"" is not clearly defined. However, it does suggest that my understanding is apparently not the most common so...fair enough! That just means they're *both* wrong though lol. The claim by corporate129 that circumcision is limited to the US is definitely bullshit.",0.0
"Is he a member of Sf9? OMG that's horrible, taking two flights AND performing all in the same day?!!!",0.0
Is the American Army the biggest scam in American history?,0.0
Is there anything socially that men aren't better than women at?,0.0
Is this sexy or hot ? #slut #jailbait,0.0
It doesn’t look good. It’s just ... fat.,0.0
It is also an EXTREMELY lazy solution and things like that article are objectively evil.,0.0
"It is most definitely your freedom. But i wonder why someone who says, ""freedom means you can be a dick"", is afraid of being accused of harassing girls just for asking for their number? I've asked for a few numbers in my day, never was i worried about that though.",0.0
It literally affects nothing in this instance,0.0
"It needs to have the necessary horsepower and the body. An ugly car with horsepower makes no fucken sense. A gorgeous car with horsepower, makes all the damn sense😭😍😍. A pretty Betty with attitude. Grrrrr",0.0
It wasn't an inside job. Shut the fuck up already.,0.5
It's all a scam that deters you mindless sheep from their real agenda - mass non-white immigration into all white countries.,0.0
"It's not cope. Young babies prefer races of their own when made to pick a choice between faces. The degree of ""white lust"" differs considerably, with black women having the least. Thinking that whites are inherently superior and objectively attractive is a common alt right cope. People prefer their own race, and that goes for all races. You don't see this kind of shit happening 50 years ago. In fact, people stuck to their race so much that segregation was a common occurrence. Even among Indian castes there was severe segregation, and, marrying outside your cast wasn't allowed. What people are attracted to is status. It's perceived status to have a white gf or bf, sometimes more than looks (which is why you see ugly white manlets with Asians). Those Asians don't find those white men attractive, they are just there for the status",0.0
"It's not that hard to #BoycottHomeDepot . They've reduced their inventory to bare bones, telling shoppers to ""order it online."" I'll order from Amazon. When you bring something home from HD it's either missing parts or broken. Most products are junk from China.",0.0
It's not worth the £1.30 they charge for it.,0.0
It's ok since he saved the entire universe but using too much that topic in every single movie will be tiring. And I bet they'll do some other shit to try to make him look like a villain,0.0
It's ok. It is just that it is not pure white like s3 It's the blue and silver undertones that enhance the wig,0.0
"It's silly to give attention to the people who project hate towards you, when your time could be spent LOVING the people who LOVE ((YOU)). ❤️",0.0
"It's the thin edge of the wedge, and the Unionists in Scotland will grasp at any straw to undermine Holyrood",0.0
It's unbelievable how formulaic and predictable shitlibs are.,0.0
Its going to be Crimea on a wider scale. Without a proper head,0.0
It’s also dumb to think ‘all of Alberta’s money comes from oil and gas. They need to diversify.’ You realize our agriculture is the best in probably the world? Fuck outta here,0.0
"It’s been a year of studying away from home but fuck, the heartache in missing home and missing old friends still hurts so much",0.0
It’s lit. 😂... I’m bouta annoy &amp; irritate da shit out ya 😂,0.0
"It’s not for the body, it’s for the soul.",0.0
It’s not short enough at the sides to be a mullet. I don’t look at Neil and think redneck.,0.0
I’d kill for a bowl of strawberries and watermelon,0.0
"I’ll come with, baby A$AP 🥺",0.0
I’m about to delete this stupid bird app till I go watch FFH,0.0
I’m an American dumbass. This is from vacation lmao..,0.0
I’m going to see spiderman far from home and it better be fucking amazing,0.0
"I’m hip smh, Peter was about to dust his ass on the bus tho 😭😭😂😂😂",0.0
"I’m in a very happy space in life , despite all the bullshit life’s REALLY GREAT🤞🏼🖤",0.0
I’m in the hood like a head gasket,0.0
I’m not buying another designer nothing this year. That shit is stupid. It’s cute but then what? Let me get to this end goal... 🙄 #DeedsOverDesinger #PropertiesonProperties #MakeChanelRichFirWhat #SheWasTeamNaziAnyways #TruthBeTold,0.0
I’m not buying your lame defense. #DisbarAcosta,0.0
I’m sorry hon. You don’t deserve that. It’s purely immature and so silly. I’m glad you got rid of that negativity!! Hugs!,0.0
"I’m trashing the estimated 10,000 USMNT fans that show up in Chicago for the Gold Cup Final vs Mexico. The game was on US soil not at the Azteca in Mexico City. We can tell it was a Mexican home game! Don’t blame the venue, blame our fans that didn’t show up. #getemout",0.0
I’ma just keep watching the new season of stranger things and hope ion die I guess,0.0
"I’ve seen a dyke bitch beat you up, you can’t fight gtfoh 🥳",0.0
Jam would be fine. Ketchup is the hardest of passes,0.0
"Jarold Nadler: If anyone should be in jail sir it should be you for abuse of your power. I see on your face nothing but HATE and Retribution, no one should be able to what you are doing!!",0.0
Just chop it up to a difference in tastes... The discography alone is too unbalanced so ig they just mean who raps better and I still dont agree,0.0
Just imagine being this stupid.,0.0
Just killing time on my break at work,0.0
Just woke up stupid early 🤦🏻‍♂️,0.0
KABOOM: Jeremy Bash just called out the entire plantation white house &amp; the @gop for being racist af @DeadlineWH ...there's not more outrage because THEY'RE NOT WHITE. #CloseTheCampsNow,0.0
"Katie, can please help get these out! If not, it's okay...don't want to see you in trouble too! ❤️",0.0
Keep being stupid and gullible dude. Republicans are counting on you!,0.0
Keep this man's mouth shut Star Sports @StarSportsIndia. He is commenting bullshit. Who is he to comment tons of negativity about Dhoni's position about ability? Sanjay is pure emotional rust.,0.0
"Kido 2020 Just a 6 inch spicy Italian on Italian herbs and cheese. Provolone, lettuce, tomatoes, onions, mayo, salt&amp;pepper, mustard. Thanks!!!",0.0
Kill it and everything that looks like it,0.0
King Tut Related to Half of European Men? Maybe Not,0.0
"Klitschko was also biting on every feint and was scared shitless to throw. No doubt that is down to fury, but wilder would throw regardless of the front and footwork (often to his own detriment instead of picking his shots)",0.0
"Know your place, young king . It’s right by the phone when I text “You up?” After I leave the club at 2:30 in the morning. 👌🏾",0.0
L-3’s DYNCORP PART OF EPSTEINS TRAFFICKING RING. 👇🏻👇🏻👇🏻 @bigredwavenow @TrueEyeTheSpy @VincentCrypt46 @ShakaThaGod @ROYALMRBADNEWS @BusyElves,0.0
"LOL. White bro conservative could take 5 seconds to browse my TL to see that I am a hard core conservative, but no better to slam me as some anti-semitic DFA thug. Nathan is not covering my fellow conservatives in glory here that is for sure.",0.0
Later chumps.,0.0
"Leave when you could, don't let nobody waste your time. Let alone, tell you what to do.",0.0
"Let me tell you a story about another little infrastructure project known as ARRA. I worked at a location in California that was the recipient of ARRA funding. It was a shitshow from the get-go. There was no oversight, the work was pure shit, and in some cases, the infrastructure was in worse shape after the work was done. This included roads (gravel and slurry sealing, done as badly as you can imagine), electrical (terrible), solar (also terrible), and so forth. It was outrageously expensive, and at the end of the contract, the company dissolved so there could be no accountability for the garbage-tier work that they had done. Billions and billions of taxpayer dollars disappeared with nothing to show for it. Moral of the story: beware any infrastructure project the Democrats agree with. It means they've found a way to siphon away the money into a donor or shell company.",0.0
Licking ice cream gets you 20 years in jail and yet Flint still has poison water and no charges...,0.0
Lied thrice in one BBC interview by claiming that the Abbott government is considering settling asylum seekers in Australia,0.0
"Like he was going to turn down the chance to be VP...🙄😑 Given that he considered Obama to be such a ""clean &amp; articulate black man,"" he probably figured, ""Hey, why not?""",0.0
Listview adapter in a fragment giving null pointer exception,0.0
Literally my first reaction when I saw this was news...who the hell are they?,0.0
Lmao that shit dope asf tho bro I wish lol,0.0
Lol Maangchi would show up with her own wings and destroy him with a simile on her face.,0.0
Lol NO ! I’ve been crude and obnoxious for YEARS so I’m salty others are profiting off that persona,0.0
Lol i didn’t know my comment hurt you this much😂😂 Do you want me to say sorry😢😂,0.0
Look at such a beautiful pussy 👅👅👅,0.0
Look at this foolish toad,0.0
Looking forward to seeing those guys represent UF!!!,0.0
Looks like they've made themselves right at home already!,0.0
"Love goes way beyond this thing we call a world, it causes us joy, it causes us grief. However it's all we have right now....Who are you ???? sg",0.0
Love me or hate me I don’t give a flying fuck really lol.,0.0
Low-key her best feature aside from her rear end,0.0
Luckily I can always prove you subhumans wrong.,0.0
MIDLand JIDF work together against whites. Jews help muslims invade white countries.,0.0
MRAs have no clue. They think they are doing something new when in reality they are circle jerking.,0.0
Man if the titty twister ever got totaled id be a wreck,0.0
Man wanted for a crime has finally been arrested after loud fart exposed his hiding spot,0.0
"Man, they should impeach that Jussie Smollett. Oh wait. He's not a politician. &lt;shitpost.jpg",0.0
Many states have practical abortion bans as it stands. But abortion doesn't really check nigger birthrates,0.0
"Marchand living rent free inside /r/hockey’s head since like, 2013. It was a cunty, ratty, bitch of a move but it’s not suspension worthy. At most a 2 minute minor for roughing. Settle down",0.0
Martial arts and gadgets ain’t got shit on laser beams shootin out a nigga eyes being made of steal flyin and super strength he hit him wit da krypt and made it human vs human and u see what happened,0.0
Maura stop being a cow #LoveIsland,0.0
Maybe if you weren’t a bigoted asshole you wouldn’t get so many downvotes,0.0
Maybe they were asleep and she couldn't see😂 I hope they were because I can't understand why someone wouldn't high five a child💔,0.0
Me when my man wants to take me out,0.0
Meanwhile in moron world is tweeting (crying) people are mean to him and his savior.,0.0
Men and Women died protecting that flag including homosexuals. If you don’t like our flag LEAVE!,0.0
"Men are bigger, stronger, smarter, are problem solvers, heal faster. Etc Men are literally built to work and get things done Women on the other hand, are built to have babies and raise families. Everything else men do better It's not just the bible it's biology Feminism lied",0.0
Metallica - Enter Sandman (cover by Leo Moracchioli) via @YouTube #Metal #metallica #EnterSandman Bad ass cover song!,0.0
Millennials are killing the random,0.0
Missing the fact you were proven wrong about your initial statement and it had nothing to do at all with Europeans.,0.0
Mixed race people always go for white people...why??,0.0
Most boring is the endowment session. I want to scream every time I agree to go with my wife to not expose my apostacy.,0.0
Most officers are nice people who deal with bullshit all day. Show them a little humanity,0.0
Mozart!! What you up to today?? 😘😘,0.0
"Mr. President,Wow,I blame Obama for a lot of what is now taking place in this country! Mainly ignoring the rule of law etc.? In the first 27 weeks of the year, 25 police officers have been shot to death in the line of duty. Need to bring the death penalty back?",0.0
My GSD/Husky mix feels the same way.,0.0
My apologies young lady. Go back to dreams of lasagna verdi with calamari.,0.0
My ass cheeks just clenched together at the thought lol,0.0
My aunt also is cancer free since mid 1990's! I hope you guys have many many years together! ❤,0.0
"My baby first name so damn ugly, should have made Jesiah his first and his first name the middle 🤣",0.0
My black nanny who protected me from my white abusive father Thank you Maude,0.0
My dawgs 💯 @MaceoAustin5 @tre_mitch33,0.0
My ex was a snorer. Had a Pavlov effect for me. As soon as I heard her loud fucking snoring I'd start getting drowsy. Took awhile to get a good night's rest after we broke up.,0.0
My issue isn't handing over the paper jew,0.0
My life sucks. I don’t know how to even care about people’s feelings. I’m done with everything.,0.0
My plans be better than yours.,0.0
Neat! As in native to the US or does that include immigrants?,0.0
Nice scam ya goin' on there......wonderful diversity!,0.0
Nice. Fat shaming people. Boy there’s no limit to your hypocritical garbage,0.0
Nicki should at least know Arewa Twitter are Nigerians not Saudis! 😂😂😂😭 Y'all better use the same energy to save the North from itself. ❤️,0.0
Niggas so stupid that’s Cboy on his account 😂,0.0
No one still whines endlessly about how terribly unfair is was for Joshua to kill them all and steal their property.,0.0
No one uses Beckett for actual prices lol,0.0
No there are not yes u are abnormal,0.0
"No, I did not attack you. I laughed at the thought that you think reporters would think a woman wants you just b/c of optics. Go walk your chocolate lab, snowflake. You’ll be fine.",0.0
"No, employing your tactic of simply asserting things without any evidence, I have already won this argument. You set the standards, you fell to them. If you would care to have me once again humiliate you intellectually in the future, just let me know...",0.0
"Nope, Nyet, Non, No! Go away! #voteblue",0.0
Nords>Whites>Koreans>Spics>Asians>Indians>Arabs>Blacks>Khajiits>Jews,0.0
North Korea is incapable of developing a long range ballistic missle,0.0
Not clear who the bully really is here though. that small kid looks cocky af,0.0
"Not everyone who uses our language is with us. Case in point: the angry busker railing against ""self-hating whites"" and ""gentrifying assholes"" while on a local full of immigrants WHILE PLAYING BEATLES. HELP me",0.0
"Not surprised. Players in this game can be notoriously stupid and cowardly. I'll often have fights several times a day where teammates will hide in a corner at full health in a fight, or stand mere inches from an objective but refuse to do anything or cover the guys trying to.",0.0
Notice something? It's always white people shooting up places full of innocent people. EVERY FUCKING TIME!,0.0
Now Playing Yasiin Bey [Mos Def] - Niggas In Poorest [LYRICS] [HQ - NO TAG] On Wu World Radio,0.0
Now hiring for 90 #Sales job opportunities in #RestonVA. Click the link in our bio to see them.,0.0
Now it's a gigantic SJW hugbox and the only people allowed to troll are a tiny subset of the least funny posters on the forum who kinda just languish in their tiny subforum making the same jokes they've made for over a decade,0.0
Now lets compare that the Middle Ages Europe. The punishment for sodomy? A fine,0.5
Now that’s gotta be a teleportation or time travel device right?,0.0
Nowhere else will you find a more treacherous hive of scum and villainy.,0.0
"Nuba, the flying pig, heritage Asian eatery, Anton’s. Bakeries: sugar Patisserie, just cake’s bakeshop, the pie hole, cartems, blacksmith bakery, Breka Ice cream: earnest ice cream, rain or shine",0.0
OH MY GOD PETE THE PILOT FINALLY FLIES ON CAMERA IM SO EXCITED #TheBachelorette,0.0
"OKAY SO— How do you feel about Bakugo waking up from a 2 year coma and Kirishima being so excited to tell him what he missed while he was asleep? And Bakugo is just sitting there with this sweet, half smile daze at his boyfriend while he rambles. Bc that’s my fucking JAM.",0.0
OMG it's almost as if two different people dabbing two different products could have two different reactions! Weird! /s sorry I'm snarky/bitchy today.,0.0
Obama Trolls Trump? Ex-President Posts Photo Holding Personalized US Women’s Soccer World Cup Championship Jersey,0.0
Obese slavesluts electro bdsm and ugly crying bbw in tit tortured punished,0.0
"Obviously doesn't cause any safety issues in England, I don't know whether that's because there is not enough police officers to use the parking facilities . They churn out more shite than the average city sewers.",0.0
Obviously he’s serious like did you not no that mr beast actually copied Morgan you uncultured swine,0.0
"Off to call on a best friend in Frankfurt. We helped each other out big time during Erasmus, and still do. I ended my year earlier than hoped to vote against this shitshow. What an appalling shame. The friendships I made across the EU can be sure to last a lifetime. #SaveErasmus",0.0
Oh my I’ve been laughing like a fool 😂😂😂,0.0
Oh shit it really do be like that,0.0
"Oh so y’all movin around barefoot #realkuntrygirlshit , lol cuz them hot girl heels and flops”slides/sandals “ make a lot of loud annoying ass noises 😂😆🤣 but don’t mind me I’ll turn the radio up so u can still be unheard 😆🤪😭",0.0
"Oh, yeah. I love yo... I loooove you. Take it, you dirty girl. Take it all.",0.0
Ohhhh just wait on it !! Finna b hitting u up sooon my boy 🥰🥵,0.0
Ok but deliciously dark. And let's not forget that they desperately WANTED to be a Simba Chippie... Like it was their dream and purpose and they had a whole song and everything 😊,0.0
"Ok ladies, many moons ago I had intimacies with my friends mothers! Yes plural, Two of them admitted wanking with deodorant cans. Can I have a yes or a no if you have ever used a deodorant can to get your self off? J 👩🏼‍🚀",0.0
"Okay I’m hella dumb, what’s biophobic?",0.0
Okay now I’m convince these nuts are watching me lmao,0.0
Old school I got my nudes on one of these,0.0
"Omg, that looks so creepy it gives me the chills👀",0.0
"On the other hand, more cream pokemon!",0.0
"On the plus side, the treatment for women's insanity is the doctor fingering your twat.",0.0
"Once in a while I get \""hey wanna fuk?\""",0.0
One day a mother duck who took,0.0
"One night, me and a friend were playing cod in the basement when we heard some noise upstairs. We were alone in the house, so we were really freaking out like every 14 years old boys would. I had the bright idea to check the camera in the living room but it made things even worse, because we saw 2 red eyes (at least it looked like eyes) looking at the camera. We were both really tired because it was like 3am but we're pretty sure it was eyes. The thing is, the camera wasn't designed to see colors in the dark so we freaked out and hid in a closet for a good 15 minutes. I have absolutely no idea what happened in my living room that night and I will never check that fucking camera ever again",0.0
One of the chronic offenders got suspended for TWO YEARS. How the fuck is that even possible? I don't know,0.0
Online en su webcam Morenita Sex,0.49999999999999944
Only in countries where loonies have easy access to AR-15s do schoolkids die by the dozen.,0.0
Ooooh. So some have tried to take advantage of your generosity I'm so sorry babe. That sux,0.0
Or her tounge. But yet she hates the USA.,0.0
"Original tweet got deleted, @Waterstones why is this popping up on your website when looking up German language books? Right next to children’s books too. #waterstones #wtf",0.0
Other countries racism involves government approved violence (ie; South Africa),0.0
Otherwise they would admit that nice guys need to become assholes.,0.0
Our colleges have been infiltrated by a bunch of overpaid radical leftists. Shut them all down and start over🤨,0.0
Our thoughts and prayers are with the family and friends of Deputy Sheriff Nicolas Dixon of @HallCountySO. Deputy Sheriff Dixon was shot and killed after a vehicle pursuit of a stolen vehicle. He is survived by his wife and two sons. #NYPD,0.0
Over 70 islands leased for resort devlopment,0.0
PLS Blondemila can throw my ass to the hell #FindUAgainMusicVideo,0.0
Pacific always go wild anytime Mexico wins anything 😂😂,0.0
Pakistanis started trolling India after defeat.. le Indians: #NZvsIND #INDvsNZ,0.0
Pedicabo off nos plena,0.0
People really out here smoking sativa...that’s craazy,0.0
Perfection fallacy. Just because laws don't stop all niggers everywhere from nigging doesn't mean we should ditch laws altogether.,0.0
Personally. Well of fucking course I am. You called me an idiot and ppl are literally personally attacking me bc I said it gets old. Fucking christ. The only reason I wrote this is bc I keep seeing ppl on my timeline comment and I dont even think they know what was said.,0.0
Phil Robertson was banned from the show Duck Dynasty on A&E. This was eventually reversed.,0.0
"Piggybacking onto this, I can't get the game to acknowledge that I've downloaded the texture pack.",0.0
"Piracy is not an issue. Crunchy gives very little to the original creators and the studios make more from buying figures, posters etcetera. Not to mention all of the streaming platforms for anime are shit .",0.0
"Plans for the build of an exciting new museum, Ngaren: The Museum of Humankind, have been revealed by Studio Libeskind: #enkimaguk #designer",0.0
"Please, dont call him humanitarian, please!!! A rapist",0.0
PoC cant be racist,0.0
Ppl call him a stat padding bum y’all don’t appreciate basketball shits funny Lebron isn’t the goat but some of y’all even say he ain’t top 10 it’s easy to spot flaws when ppl hv game like mj Kobe n Bron,0.0
Pressuring someone into sex is a violation as well but it isn’t rape per se,0.0
Pretty sure I heard Venezuela is in the process of being overthrown. Let's do that.,0.0
"Pro-tip: Spain was 9th GDP country in the world after Canada before joining the EU and had around 5-10% base unemployement. After joining the EU and the industrial \""restructuring\"" the unemployement skyrocketed to a base of 15 to 20% during the Gonzalez socialist regime (just masked few years by the building bubble during Aznar and Zapatero times) and we turned our prosperous industrial nation into a services and tourist shit and a laughable shithole",0.0
Put @mr_faisu_07 behind bars for committing anti-constitutional acts by provoking hatred and promoting terrorism on social media.#arrest_team_faisal,0.0
Questioning Alabama’s scheduling is some lazy nonsense.,0.0
RT Cubehrmanageme1 #LadyGaga #KCAMexico,0.0
"RT DataScientistFr: via RichardEudes - Leveraging Agent-based Models (ABM) and Digital Twins to Prevent Injuries #artificialintelligence, #businessanalytics, #datascience, #deeplearning, #digitaltransformation, #ds #datascience,…",0.0
RT shalinametz #TeenChoice #ChoiceSummerTour arianagrande,0.0
"RT: A HUGE no. of illegal Bangladeshi immigrants have made Bengaluru their home, posing serious threat to national security while taking away jobs of Indians. Inflow must end NOW &amp; I urge the HMOIndia to extend NRC to K'taka &amp; Bengaluru to weed them out. AmitShah kishanred…",0.0
RUIN LUCAS' LIFE AND ALL ASSOCIATED WITH HIM OR WHO HA,0.0
Rapmon hugged me because he lost a bed DAMN,0.0
Really really wish people understood how bipolar my mother is she’ll literally love me then miss me then I go home and she tells me to leave help me with this woman,0.4999999999999996
"Really, we make such things as Mps in this country, a waste to humanity. Ghana has no future with any of these pigs, they're all the same, I'll say without fear that our parliament is the most useless institution in the country, they grown things like himself, Sia Asem",0.0
Reminded me of u @bunnytings,0.0
"Right? I don’t understand how people got this idea that pleasure is sinful and experiencing it is wrong. If the things God makes are good then so is sex. There’s no wrong way to have sex.** **unless there is no consent, etc things related to this.",0.0
Rip those panties off with my teeth.,0.0
"S'up clown? You joining the #ClownCar to #ClownWorld? We're going to have some fun along the way! So are you a baby killer like the rest of these mentally ill ""candidates""? How much of earnings are you planning on stealing?",0.0
STOPPP why are you crying... tell me ur past TELL ME,0.0
Samuel Little Henry Louis Wallace Chester Turner Derrick Todd Lee Around blacks never relax! #BlackStars,0.0
See she really comes out here acting like there’s no proof but it comes to bite her in the ass later,0.0
"Seems to be mostly horny guys, though I have seen a couple of women...",0.0
"Send them to his wife, ask her to keep him on a better leash. She needs to know what kind of an asshole she is married to. Ask your wife, on what planet, is it a good idea to keep dick pics, from someone not her husband. Look and see what else she is hiding.",0.5
"Seriously? I can understand if she had an umbilical hernia and also the fact that scar tissue adhesion is an utter bitch (I had it), but all it means is that you need to be more aware of how you work out and maybe avoid those areas until treatment for the problem ceases. Heck, one of my chicas has actually done videos of exercises for our group of friends who had diastasis recti issues.",0.0
Shame he cancelled it out,0.0
"She didn't want to #Brexit. She is a New World Order Globalist Stooge. She is headed for the #Trash. #FreeTommyRobinson @realDonaldTrump to show your opposition to the Globalist #MassMigrationAgenda, PUHLEEEEEZE #FreeTommy His LIFE is in DANGER! @realDonaldTrump",0.0
"She fucked logan paul tho, so huge yikes",0.0
"She's no longer a Kinder, then, she's a Fraülein. 🐶",0.0
"Shit, at least Hayward is trying to get the coaches involved by passing to them...",0.0
Shortsighted. You should've slept with him and gotten info on the final episodes.,0.0
"Shut up and make me a sandwich, hun.",0.0
Since then there was a fairly fluid stream of the more retarded and damaging ones getting kicked out of the party,0.0
So I think this is the idea: do what the unabomber did except hire a bunch of really hot prostitutes to go into the cabin with you,0.0
