scenario,n_ann,minority,delta,rep,method,stat,pvalue,detected
polarization,20,0.5,0.0,17,Krippendorff delta-alpha,-0.00014929971522542607,0.5422885572139303,0
polarization,20,0.5,0.0,17,Krippendorff alpha (pooled),0.05067221268227329,nan,0
polarization,20,0.5,0.0,17,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.0,18,apunim (fixed binning),-0.04438167794546193,0.032134192381977865,1
polarization,20,0.5,0.0,18,Krippendorff delta-alpha,-0.011538606007998053,0.9950248756218906,0
polarization,20,0.5,0.0,18,Krippendorff alpha (pooled),0.04368197483996683,nan,0
polarization,20,0.5,0.0,18,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.0,19,apunim (fixed binning),-0.017223350120735344,0.7103260450965766,0
polarization,20,0.5,0.0,19,Krippendorff delta-alpha,0.0037239435104903795,0.19900497512437812,0
polarization,20,0.5,0.0,19,Krippendorff alpha (pooled),0.0424465637296475,nan,0
polarization,20,0.5,0.0,19,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.0,20,apunim (fixed binning),0.03817120520679005,0.08124921487881458,0
polarization,20,0.5,0.0,20,Krippendorff delta-alpha,-0.003356792934431696,0.7313432835820896,0
polarization,20,0.5,0.0,20,Krippendorff alpha (pooled),0.06734546870590719,nan,0
polarization,20,0.5,0.0,20,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.0,21,apunim (fixed binning),0.042586323271121246,0.16120299013996434,0
polarization,20,0.5,0.0,21,Krippendorff delta-alpha,-0.0007868435117590611,0.5970149253731343,0
polarization,20,0.5,0.0,21,Krippendorff alpha (pooled),0.044838503737824165,nan,0
polarization,20,0.5,0.0,21,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.0,22,apunim (fixed binning),0.037489008787369535,0.02275632191368822,1
polarization,20,0.5,0.0,22,Krippendorff delta-alpha,0.003113958243602777,0.24378109452736318,0
polarization,20,0.5,0.0,22,Krippendorff alpha (pooled),0.04599409951094435,nan,0
polarization,20,0.5,0.0,22,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.0,23,apunim (fixed binning),0.07196248980701275,1.7205476969057016e-07,1
polarization,20,0.5,0.0,23,Krippendorff delta-alpha,0.009088388724749541,0.05970149253731343,0
polarization,20,0.5,0.0,23,Krippendorff alpha (pooled),0.04312658211809428,nan,0
polarization,20,0.5,0.0,23,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.0,24,apunim (fixed binning),-0.02984385349388993,0.2781551354392188,0
polarization,20,0.5,0.0,24,Krippendorff delta-alpha,0.004464024183342186,0.22885572139303484,0
polarization,20,0.5,0.0,24,Krippendorff alpha (pooled),0.03844372398053775,nan,0
polarization,20,0.5,0.0,24,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.0,25,apunim (fixed binning),0.03622711541830196,0.16882208514926042,0
polarization,20,0.5,0.0,25,Krippendorff delta-alpha,-0.0022221762684433988,0.6318407960199005,0
polarization,20,0.5,0.0,25,Krippendorff alpha (pooled),0.05046429002478081,nan,0
polarization,20,0.5,0.0,25,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.0,26,apunim (fixed binning),-0.05782694166159778,0.011057520914239668,1
polarization,20,0.5,0.0,26,Krippendorff delta-alpha,0.0038157356285744015,0.23880597014925373,0
polarization,20,0.5,0.0,26,Krippendorff alpha (pooled),0.06299635024338635,nan,0
polarization,20,0.5,0.0,26,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.0,27,apunim (fixed binning),-0.01807683100988282,0.6819614629485143,0
polarization,20,0.5,0.0,27,Krippendorff delta-alpha,0.002808448501044114,0.2885572139303483,0
polarization,20,0.5,0.0,27,Krippendorff alpha (pooled),0.05056413569630791,nan,0
polarization,20,0.5,0.0,27,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.0,28,apunim (fixed binning),0.05630221985871739,0.0033975688690143324,1
polarization,20,0.5,0.0,28,Krippendorff delta-alpha,-0.0015713368386073845,0.582089552238806,0
polarization,20,0.5,0.0,28,Krippendorff alpha (pooled),0.05376689060490836,nan,0
polarization,20,0.5,0.0,28,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.0,29,apunim (fixed binning),-0.06534043624144209,1.821998312713511e-05,1
polarization,20,0.5,0.0,29,Krippendorff delta-alpha,-0.003126002454162724,0.736318407960199,0
polarization,20,0.5,0.0,29,Krippendorff alpha (pooled),0.04662194464553726,nan,0
polarization,20,0.5,0.0,29,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.0,30,apunim (fixed binning),0.06927762578442473,0.00011828663982072689,1
polarization,20,0.5,0.0,30,Krippendorff delta-alpha,-0.0023462886418401108,0.7014925373134329,0
polarization,20,0.5,0.0,30,Krippendorff alpha (pooled),0.04420512921415021,nan,0
polarization,20,0.5,0.0,30,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.0,31,apunim (fixed binning),0.036269968672064896,0.08479671047545911,0
polarization,20,0.5,0.0,31,Krippendorff delta-alpha,0.0026685140509830063,0.2935323383084577,0
polarization,20,0.5,0.0,31,Krippendorff alpha (pooled),0.0435502239842418,nan,0
polarization,20,0.5,0.0,31,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.0,32,apunim (fixed binning),-0.004059604977298036,1.0,0
polarization,20,0.5,0.0,32,Krippendorff delta-alpha,0.00551786863825815,0.15422885572139303,0
polarization,20,0.5,0.0,32,Krippendorff alpha (pooled),0.03928026496537018,nan,0
polarization,20,0.5,0.0,32,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.0,33,apunim (fixed binning),0.049409229664212496,0.021039673044829694,1
polarization,20,0.5,0.0,33,Krippendorff delta-alpha,-0.0013572010915568478,0.6218905472636815,0
polarization,20,0.5,0.0,33,Krippendorff alpha (pooled),0.03875400498983794,nan,0
polarization,20,0.5,0.0,33,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.0,34,apunim (fixed binning),0.008883788038459276,1.0,0
polarization,20,0.5,0.0,34,Krippendorff delta-alpha,0.0022346589785255944,0.34328358208955223,0
polarization,20,0.5,0.0,34,Krippendorff alpha (pooled),0.04049288454733524,nan,0
polarization,20,0.5,0.0,34,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.0,35,apunim (fixed binning),-0.0628270411596373,0.0035426171285547663,1
polarization,20,0.5,0.0,35,Krippendorff delta-alpha,0.003841284361946584,0.29850746268656714,0
polarization,20,0.5,0.0,35,Krippendorff alpha (pooled),0.05227063992462333,nan,0
polarization,20,0.5,0.0,35,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.0,36,apunim (fixed binning),-0.01272597388249853,1.0,0
polarization,20,0.5,0.0,36,Krippendorff delta-alpha,0.005267472573260157,0.14427860696517414,0
polarization,20,0.5,0.0,36,Krippendorff alpha (pooled),0.04336035405082761,nan,0
polarization,20,0.5,0.0,36,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.0,37,apunim (fixed binning),0.043578777766476694,0.01290090351652566,1
polarization,20,0.5,0.0,37,Krippendorff delta-alpha,-0.00759966290530778,0.9054726368159204,0
polarization,20,0.5,0.0,37,Krippendorff alpha (pooled),0.05284290858379914,nan,0
polarization,20,0.5,0.0,37,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.0,38,apunim (fixed binning),-0.036174723989696185,0.24544139531745218,0
polarization,20,0.5,0.0,38,Krippendorff delta-alpha,0.0048779527547774815,0.20398009950248755,0
polarization,20,0.5,0.0,38,Krippendorff alpha (pooled),0.03694077884316205,nan,0
polarization,20,0.5,0.0,38,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.0,39,apunim (fixed binning),0.021713341819256028,0.8100597457399775,0
polarization,20,0.5,0.0,39,Krippendorff delta-alpha,0.0021553825292164874,0.2835820895522388,0
polarization,20,0.5,0.0,39,Krippendorff alpha (pooled),0.046298294005704066,nan,0
polarization,20,0.5,0.0,39,aposteriori unimodality (2024),0.007633587786259542,0.04950495049504951,1
polarization,20,0.5,0.5,0,apunim (fixed binning),0.0037925106128244273,1.0,0
polarization,20,0.5,0.5,0,Krippendorff delta-alpha,-0.002554789155245152,0.5074626865671642,0
polarization,20,0.5,0.5,0,Krippendorff alpha (pooled),0.035810737847428054,nan,0
polarization,20,0.5,0.5,0,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.5,1,apunim (fixed binning),0.0276367614299051,0.09013949271389221,0
polarization,20,0.5,0.5,1,Krippendorff delta-alpha,-0.0001854174548990839,0.3383084577114428,0
polarization,20,0.5,0.5,1,Krippendorff alpha (pooled),0.04704044785519568,nan,0
polarization,20,0.5,0.5,1,aposteriori unimodality (2024),0.007462686567164179,0.16831683168316833,0
polarization,20,0.5,0.5,2,apunim (fixed binning),0.03633854532258187,0.19346438392828963,0
polarization,20,0.5,0.5,2,Krippendorff delta-alpha,0.0046438193017059315,0.10945273631840796,0
polarization,20,0.5,0.5,2,Krippendorff alpha (pooled),0.04695425619769078,nan,0
polarization,20,0.5,0.5,2,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.5,3,apunim (fixed binning),0.03175079099409656,0.18105519607519885,0
polarization,20,0.5,0.5,3,Krippendorff delta-alpha,0.0016242215872320775,0.2935323383084577,0
polarization,20,0.5,0.5,3,Krippendorff alpha (pooled),0.03815977001026449,nan,0
polarization,20,0.5,0.5,3,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.5,4,apunim (fixed binning),0.10144673910178005,1.3471638505822134e-05,1
polarization,20,0.5,0.5,4,Krippendorff delta-alpha,0.011906463383904997,0.004975124378109453,1
polarization,20,0.5,0.5,4,Krippendorff alpha (pooled),0.056033521938418596,nan,0
polarization,20,0.5,0.5,4,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.5,5,apunim (fixed binning),0.06834769769953042,3.7946515961271193e-06,1
polarization,20,0.5,0.5,5,Krippendorff delta-alpha,0.006891794164809839,0.04477611940298507,1
polarization,20,0.5,0.5,5,Krippendorff alpha (pooled),0.02917819719997039,nan,0
polarization,20,0.5,0.5,5,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.5,6,apunim (fixed binning),0.08107412110706518,5.891019699237727e-06,1
polarization,20,0.5,0.5,6,Krippendorff delta-alpha,-0.001905352821039541,0.5223880597014925,0
polarization,20,0.5,0.5,6,Krippendorff alpha (pooled),0.04031166385081608,nan,0
polarization,20,0.5,0.5,6,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.5,7,apunim (fixed binning),0.072206114403117,5.791846318609569e-07,1
polarization,20,0.5,0.5,7,Krippendorff delta-alpha,-0.0006005114304443726,0.3383084577114428,0
polarization,20,0.5,0.5,7,Krippendorff alpha (pooled),0.048602137681608926,nan,0
polarization,20,0.5,0.5,7,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.5,8,apunim (fixed binning),0.06174277673105823,0.0036368226072348033,1
polarization,20,0.5,0.5,8,Krippendorff delta-alpha,-0.0010871935048066828,0.4427860696517413,0
polarization,20,0.5,0.5,8,Krippendorff alpha (pooled),0.0610885564055168,nan,0
polarization,20,0.5,0.5,8,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.5,9,apunim (fixed binning),0.10140765669618783,2.7471777070789193e-07,1
polarization,20,0.5,0.5,9,Krippendorff delta-alpha,0.014664929819123207,0.004975124378109453,1
polarization,20,0.5,0.5,9,Krippendorff alpha (pooled),0.04074981665556077,nan,0
polarization,20,0.5,0.5,9,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.5,10,apunim (fixed binning),0.03859064679767482,0.1022540914858905,0
polarization,20,0.5,0.5,10,Krippendorff delta-alpha,0.00558560835646027,0.05970149253731343,0
polarization,20,0.5,0.5,10,Krippendorff alpha (pooled),0.04866664862858705,nan,0
polarization,20,0.5,0.5,10,aposteriori unimodality (2024),0.008695652173913044,0.13861386138613863,0
polarization,20,0.5,0.5,11,apunim (fixed binning),0.03324623075670035,0.19725132503843834,0
polarization,20,0.5,0.5,11,Krippendorff delta-alpha,-0.0031289843954380725,0.681592039800995,0
polarization,20,0.5,0.5,11,Krippendorff alpha (pooled),0.041350448292290065,nan,0
polarization,20,0.5,0.5,11,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.5,12,apunim (fixed binning),0.05261190040432876,0.002026723209767406,1
polarization,20,0.5,0.5,12,Krippendorff delta-alpha,-0.007825297869664793,0.8905472636815921,0
polarization,20,0.5,0.5,12,Krippendorff alpha (pooled),0.04028434636265288,nan,0
polarization,20,0.5,0.5,12,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.5,13,apunim (fixed binning),0.05899352343569874,0.00015698561182616634,1
polarization,20,0.5,0.5,13,Krippendorff delta-alpha,0.01138521902068157,0.004975124378109453,1
polarization,20,0.5,0.5,13,Krippendorff alpha (pooled),0.06801817495147311,nan,0
polarization,20,0.5,0.5,13,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.5,14,apunim (fixed binning),0.05023578743384801,0.0110808704483811,1
polarization,20,0.5,0.5,14,Krippendorff delta-alpha,-0.0033190128269829366,0.582089552238806,0
polarization,20,0.5,0.5,14,Krippendorff alpha (pooled),0.07048906257861087,nan,0
polarization,20,0.5,0.5,14,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.5,15,apunim (fixed binning),-0.03832417667735462,0.11684746122354422,0
polarization,20,0.5,0.5,15,Krippendorff delta-alpha,0.001572253452446215,0.20398009950248755,0
polarization,20,0.5,0.5,15,Krippendorff alpha (pooled),0.049245612090046076,nan,0
polarization,20,0.5,0.5,15,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.5,16,apunim (fixed binning),0.04000801274245855,0.06725099663197076,0
polarization,20,0.5,0.5,16,Krippendorff delta-alpha,-0.004346728969214064,0.6865671641791045,0
polarization,20,0.5,0.5,16,Krippendorff alpha (pooled),0.04720681070781896,nan,0
polarization,20,0.5,0.5,16,aposteriori unimodality (2024),0.007936507936507936,0.07920792079207921,0
polarization,20,0.5,0.5,17,apunim (fixed binning),0.029235919422094234,0.21194854359737653,0
polarization,20,0.5,0.5,17,Krippendorff delta-alpha,0.0013416345846610778,0.2537313432835821,0
polarization,20,0.5,0.5,17,Krippendorff alpha (pooled),0.04224443241689857,nan,0
polarization,20,0.5,0.5,17,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.5,18,apunim (fixed binning),0.04046821495710337,0.016336192577006147,1
polarization,20,0.5,0.5,18,Krippendorff delta-alpha,0.0007021262609642198,0.3383084577114428,0
polarization,20,0.5,0.5,18,Krippendorff alpha (pooled),0.051528604249131305,nan,0
polarization,20,0.5,0.5,18,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.5,19,apunim (fixed binning),0.09727002852839872,1.6487751421926773e-07,1
polarization,20,0.5,0.5,19,Krippendorff delta-alpha,0.0022089076681197084,0.2885572139303483,0
polarization,20,0.5,0.5,19,Krippendorff alpha (pooled),0.04696757185295608,nan,0
polarization,20,0.5,0.5,19,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.5,20,apunim (fixed binning),0.05126030699017531,0.0035867054121920213,1
polarization,20,0.5,0.5,20,Krippendorff delta-alpha,-0.0005121449371469078,0.39303482587064675,0
polarization,20,0.5,0.5,20,Krippendorff alpha (pooled),0.04895322873443986,nan,0
polarization,20,0.5,0.5,20,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.5,21,apunim (fixed binning),0.025701228532405498,0.3955107086381798,0
polarization,20,0.5,0.5,21,Krippendorff delta-alpha,0.00990401072340974,0.009950248756218905,1
polarization,20,0.5,0.5,21,Krippendorff alpha (pooled),0.04385242669807543,nan,0
polarization,20,0.5,0.5,21,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.5,22,apunim (fixed binning),0.03578053716557871,0.08557501756387033,0
polarization,20,0.5,0.5,22,Krippendorff delta-alpha,0.005348625070976887,0.07960199004975124,0
polarization,20,0.5,0.5,22,Krippendorff alpha (pooled),0.041019133644198846,nan,0
polarization,20,0.5,0.5,22,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.5,23,apunim (fixed binning),0.06042574740916247,0.00011994184322951805,1
polarization,20,0.5,0.5,23,Krippendorff delta-alpha,0.0036557464546673746,0.14427860696517414,0
polarization,20,0.5,0.5,23,Krippendorff alpha (pooled),0.056622000160171715,nan,0
polarization,20,0.5,0.5,23,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.5,24,apunim (fixed binning),0.09207857221847193,1.2548341580380969e-08,1
polarization,20,0.5,0.5,24,Krippendorff delta-alpha,0.014744228526931968,0.004975124378109453,1
polarization,20,0.5,0.5,24,Krippendorff alpha (pooled),0.03908978125386253,nan,0
polarization,20,0.5,0.5,24,aposteriori unimodality (2024),0.0078125,0.10891089108910891,0
polarization,20,0.5,0.5,25,apunim (fixed binning),0.0338894740959371,0.13754841709872487,0
polarization,20,0.5,0.5,25,Krippendorff delta-alpha,0.0008930328082598082,0.27860696517412936,0
polarization,20,0.5,0.5,25,Krippendorff alpha (pooled),0.04529821822760183,nan,0
polarization,20,0.5,0.5,25,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.5,26,apunim (fixed binning),0.07487626907951606,9.753447688449608e-06,1
polarization,20,0.5,0.5,26,Krippendorff delta-alpha,0.014627699418899576,0.004975124378109453,1
polarization,20,0.5,0.5,26,Krippendorff alpha (pooled),0.05174257401926907,nan,0
polarization,20,0.5,0.5,26,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.5,27,apunim (fixed binning),0.04609686894315194,0.0031726579306280383,1
polarization,20,0.5,0.5,27,Krippendorff delta-alpha,0.005374437998217685,0.07462686567164178,0
polarization,20,0.5,0.5,27,Krippendorff alpha (pooled),0.040537194817385824,nan,0
polarization,20,0.5,0.5,27,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.5,28,apunim (fixed binning),-0.07355802031545884,4.682167604286967e-05,1
polarization,20,0.5,0.5,28,Krippendorff delta-alpha,-0.0017446670740550174,0.5074626865671642,0
polarization,20,0.5,0.5,28,Krippendorff alpha (pooled),0.0432607859190316,nan,0
polarization,20,0.5,0.5,28,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.5,29,apunim (fixed binning),0.10902660920380569,1.307607477779655e-07,1
polarization,20,0.5,0.5,29,Krippendorff delta-alpha,0.005311987768198467,0.07462686567164178,0
polarization,20,0.5,0.5,29,Krippendorff alpha (pooled),0.04465149782779898,nan,0
polarization,20,0.5,0.5,29,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.5,30,apunim (fixed binning),0.04090845551051285,0.12789841541706345,0
polarization,20,0.5,0.5,30,Krippendorff delta-alpha,0.0028527679270755613,0.1791044776119403,0
polarization,20,0.5,0.5,30,Krippendorff alpha (pooled),0.04061765295052355,nan,0
polarization,20,0.5,0.5,30,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.5,31,apunim (fixed binning),0.04302502724030039,0.0301522940596674,1
polarization,20,0.5,0.5,31,Krippendorff delta-alpha,-0.002323386579417941,0.44776119402985076,0
polarization,20,0.5,0.5,31,Krippendorff alpha (pooled),0.04544281997259525,nan,0
polarization,20,0.5,0.5,31,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.5,32,apunim (fixed binning),0.07611840189718136,3.107144067676163e-05,1
polarization,20,0.5,0.5,32,Krippendorff delta-alpha,0.002615974888713013,0.17412935323383086,0
polarization,20,0.5,0.5,32,Krippendorff alpha (pooled),0.05022220800193755,nan,0
polarization,20,0.5,0.5,32,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.5,33,apunim (fixed binning),0.04899618936824997,0.0009428867514341556,1
polarization,20,0.5,0.5,33,Krippendorff delta-alpha,0.01506489229060115,0.009950248756218905,1
polarization,20,0.5,0.5,33,Krippendorff alpha (pooled),0.04849593239533845,nan,0
polarization,20,0.5,0.5,33,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.5,34,apunim (fixed binning),0.07759695920377808,1.1877755881167596e-07,1
polarization,20,0.5,0.5,34,Krippendorff delta-alpha,0.002343751475745892,0.19900497512437812,0
polarization,20,0.5,0.5,34,Krippendorff alpha (pooled),0.03634701200548618,nan,0
polarization,20,0.5,0.5,34,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.5,35,apunim (fixed binning),0.06278198467687231,3.3978416456062526e-05,1
polarization,20,0.5,0.5,35,Krippendorff delta-alpha,0.0009729968960921487,0.3034825870646766,0
polarization,20,0.5,0.5,35,Krippendorff alpha (pooled),0.03472084836788625,nan,0
polarization,20,0.5,0.5,35,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.5,36,apunim (fixed binning),0.036167957130424346,0.044102635840941956,1
polarization,20,0.5,0.5,36,Krippendorff delta-alpha,0.0014361935792454594,0.24378109452736318,0
polarization,20,0.5,0.5,36,Krippendorff alpha (pooled),0.04073314945552997,nan,0
polarization,20,0.5,0.5,36,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.5,37,apunim (fixed binning),-0.01579611864662384,1.0,0
polarization,20,0.5,0.5,37,Krippendorff delta-alpha,-0.0006550451038850325,0.3681592039800995,0
polarization,20,0.5,0.5,37,Krippendorff alpha (pooled),0.054454603952639014,nan,0
polarization,20,0.5,0.5,37,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.5,38,apunim (fixed binning),0.06633493953159673,4.349865596346557e-05,1
polarization,20,0.5,0.5,38,Krippendorff delta-alpha,0.009980191441131325,0.029850746268656716,1
polarization,20,0.5,0.5,38,Krippendorff alpha (pooled),0.052418114065515,nan,0
polarization,20,0.5,0.5,38,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,0.5,39,apunim (fixed binning),0.061951804716023635,2.5959686222294178e-05,1
polarization,20,0.5,0.5,39,Krippendorff delta-alpha,0.01170492395403272,0.004975124378109453,1
polarization,20,0.5,0.5,39,Krippendorff alpha (pooled),0.047304468359698815,nan,0
polarization,20,0.5,0.5,39,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,1.0,0,apunim (fixed binning),0.0599250536757939,0.00015146547350485174,1
polarization,20,0.5,1.0,0,Krippendorff delta-alpha,0.01912507281255954,0.009950248756218905,1
polarization,20,0.5,1.0,0,Krippendorff alpha (pooled),0.02657249411472018,nan,0
polarization,20,0.5,1.0,0,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,1.0,1,apunim (fixed binning),0.08015670124680464,1.5919431324168043e-06,1
polarization,20,0.5,1.0,1,Krippendorff delta-alpha,0.009956345383307641,0.004975124378109453,1
polarization,20,0.5,1.0,1,Krippendorff alpha (pooled),0.03366200712820655,nan,0
polarization,20,0.5,1.0,1,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,1.0,2,apunim (fixed binning),0.1327569956465968,2.2637822447225464e-14,1
polarization,20,0.5,1.0,2,Krippendorff delta-alpha,0.016843194222675772,0.004975124378109453,1
polarization,20,0.5,1.0,2,Krippendorff alpha (pooled),0.04608249313183477,nan,0
polarization,20,0.5,1.0,2,aposteriori unimodality (2024),0.008849557522123894,0.1485148514851485,0
polarization,20,0.5,1.0,3,apunim (fixed binning),0.07913546054853882,2.3554930476985822e-07,1
polarization,20,0.5,1.0,3,Krippendorff delta-alpha,0.015605525481791227,0.004975124378109453,1
polarization,20,0.5,1.0,3,Krippendorff alpha (pooled),0.04295752111898876,nan,0
polarization,20,0.5,1.0,3,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,1.0,4,apunim (fixed binning),0.12194104377025725,1.2891994206264978e-11,1
polarization,20,0.5,1.0,4,Krippendorff delta-alpha,0.016103021750935254,0.004975124378109453,1
polarization,20,0.5,1.0,4,Krippendorff alpha (pooled),0.03197378464066991,nan,0
polarization,20,0.5,1.0,4,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,1.0,5,apunim (fixed binning),0.16961928749606459,3.001443611216469e-19,1
polarization,20,0.5,1.0,5,Krippendorff delta-alpha,0.01959148695820312,0.004975124378109453,1
polarization,20,0.5,1.0,5,Krippendorff alpha (pooled),0.033717986365451535,nan,0
polarization,20,0.5,1.0,5,aposteriori unimodality (2024),0.008064516129032258,0.16831683168316833,0
polarization,20,0.5,1.0,6,apunim (fixed binning),0.09927246031160289,6.128024413823466e-10,1
polarization,20,0.5,1.0,6,Krippendorff delta-alpha,0.013518916179897977,0.004975124378109453,1
polarization,20,0.5,1.0,6,Krippendorff alpha (pooled),0.041608251134696794,nan,0
polarization,20,0.5,1.0,6,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,1.0,7,apunim (fixed binning),0.11579609723402606,1.8854964716559775e-09,1
polarization,20,0.5,1.0,7,Krippendorff delta-alpha,0.009133425793021566,0.004975124378109453,1
polarization,20,0.5,1.0,7,Krippendorff alpha (pooled),0.03300530729722184,nan,0
polarization,20,0.5,1.0,7,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,1.0,8,apunim (fixed binning),0.10083510894152957,2.685295416482796e-14,1
polarization,20,0.5,1.0,8,Krippendorff delta-alpha,0.007413949988163582,0.004975124378109453,1
polarization,20,0.5,1.0,8,Krippendorff alpha (pooled),0.045394071677430814,nan,0
polarization,20,0.5,1.0,8,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,1.0,9,apunim (fixed binning),0.044388150478567596,0.006517025455643271,1
polarization,20,0.5,1.0,9,Krippendorff delta-alpha,0.005097906073049552,0.009950248756218905,1
polarization,20,0.5,1.0,9,Krippendorff alpha (pooled),0.027613399485748813,nan,0
polarization,20,0.5,1.0,9,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,1.0,10,apunim (fixed binning),0.1682513011343825,6.535264015707645e-20,1
polarization,20,0.5,1.0,10,Krippendorff delta-alpha,0.02526240906433508,0.004975124378109453,1
polarization,20,0.5,1.0,10,Krippendorff alpha (pooled),0.024803622155514793,nan,0
polarization,20,0.5,1.0,10,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,1.0,11,apunim (fixed binning),0.07151680223966644,9.61016162877049e-06,1
polarization,20,0.5,1.0,11,Krippendorff delta-alpha,0.008170930409427346,0.009950248756218905,1
polarization,20,0.5,1.0,11,Krippendorff alpha (pooled),0.04504473936108866,nan,0
polarization,20,0.5,1.0,11,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,1.0,12,apunim (fixed binning),0.1365113350653996,2.1069588067903336e-14,1
polarization,20,0.5,1.0,12,Krippendorff delta-alpha,0.012136911140027073,0.004975124378109453,1
polarization,20,0.5,1.0,12,Krippendorff alpha (pooled),0.02893947642381567,nan,0
polarization,20,0.5,1.0,12,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,1.0,13,apunim (fixed binning),0.14739720196422043,7.213551798281946e-15,1
polarization,20,0.5,1.0,13,Krippendorff delta-alpha,0.008497078002946468,0.009950248756218905,1
polarization,20,0.5,1.0,13,Krippendorff alpha (pooled),0.037162163142444915,nan,0
polarization,20,0.5,1.0,13,aposteriori unimodality (2024),0.0,1.0,0
polarization,20,0.5,1.0,14,apunim (fixed binning),0.08091384001093409,2.9392621718053556e-06,1
polarization,20,0.5,1.0,14,Krippendorff delta-alpha,-0.0011734762719162184,0.13930348258706468,0
